0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0666667,0.0156863,0.00392157,0.00392157,0.0980392,0.0862745,0.0784314,0.00392157,0.152941,0.172549,0.25098,0.286275,1,60,108
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0666667,0.0156863,0.00392157,0.00392157,0.0980392,0.0862745,0.0784314,0.054902,0.152941,0.172549,0.25098,0.286275,0.27451,1,60,109
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0666667,0.0156863,0.00392157,0.00392157,0.0980392,0.0862745,0.0784314,0.054902,0.0509804,0.172549,0.25098,0.286275,0.27451,0.239216,1,60,110
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0666667,0.0156863,0.00392157,0.00392157,0.00392157,0.0862745,0.0784314,0.054902,0.0509804,0.0392157,0.25098,0.286275,0.27451,0.239216,0.192157,1,60,111
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0431373,0.0235294,0.00392157,0.00392157,0.027451,0.054902,0.0784314,0.00392157,0.027451,0.117647,0.219608,0.266667,1,60,119
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0431373,0.0235294,0.0156863,0.00392157,0.027451,0.054902,0.0784314,0.0745098,0.027451,0.117647,0.219608,0.266667,0.266667,1,60,120
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0431373,0.0235294,0.0156863,0.0156863,0.027451,0.054902,0.0784314,0.0745098,0.0470588,0.117647,0.219608,0.266667,0.266667,0.219608,1,60,121
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.0431373,0.0235294,0.0156863,0.0156863,0.00392157,0.054902,0.0784314,0.0745098,0.0470588,0.0196078,0.219608,0.266667,0.266667,0.219608,0.129412,1,60,122
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.254902,0.196078,0.00392157,0.00392157,0.176471,0.137255,0.113725,0.00392157,0.121569,0.2,0.258824,0.282353,1,61,82
0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.00392157,0.254902,0.196078,0.129412,0.00392157,0.176471,0.137255,0.113725,0.105882,0.121569,0.2,0.258824,0.282353,0.305882,1,61,83
